time,maximum daily normalized deviation
1981-02-06,0.20111930002469514
1981-02-07,0.7447709057702276
1981-03-02,0.18848492452151877
1981-03-29,0.004488483728890991
1981-04-17,1.430300055771923
1981-04-18,0.27716737960626503
1981-05-17,0.19983736809097907
1981-06-08,1.2998216572675858
1981-06-09,1.2288377963194188
1981-09-05,1.1439913682005827
1981-10-20,0.27557719806577463
1981-10-21,0.0829837339035806
1981-10-29,0.4095603017224416
1981-10-30,0.6181273518788548
1982-04-28,0.9198177646240038
1982-04-29,0.9613948446194662
1982-07-14,0.6578321946559109
1982-09-19,1.007966620721234
1982-09-20,1.2452694278009133
1982-10-14,0.706186039108744
1982-10-16,0.3113816686254407
1982-10-17,0.5554259378962021
1982-10-19,0.6621760390084992
1982-10-20,0.9448078635542916
1982-12-03,1.6919929431187768
1982-12-08,0.6716790702625186
1982-12-09,0.4055142543921382
1983-01-06,0.9458393553884377
1983-01-07,0.4900825178777737
1983-08-02,1.1506935916841865
1983-08-03,0.9470635603895565
1983-08-04,0.5449346311211438
1983-10-24,0.1021524601045285
1984-02-08,0.9544978387197989
1984-02-09,0.24984569128109513
1984-03-14,0.0648406653441378
1984-03-15,0.35282754968603447
1984-03-31,0.0207902278170935
1984-07-22,0.7713414787727708
1984-08-25,0.4514655071486695
1984-08-26,1.0656865769969377
1985-01-05,0.23862922920132768
1985-01-06,0.3576296406427506
1985-06-07,0.6402198880520404
1985-06-08,0.2654200831985829
1985-06-09,1.1821004591871063
1985-06-10,1.1287408190844435
1985-07-08,0.012012695871536305
1985-07-11,1.665487834905667
1985-08-28,0.025145085455301697
1985-10-08,1.8373557432478531
1985-10-09,0.3383376442566104
1985-11-04,0.6293963420240098
1986-04-16,1.5381596943311315
1986-07-28,0.10017957306103487
1986-09-21,0.42808410490416193
1986-10-23,0.4585610375742859
1986-10-24,0.3449662906990594
1986-11-11,2.260585157173768
1986-11-12,0.9755642445637092
1986-12-19,0.8002139740575012
1986-12-30,0.324528080113323
1986-12-31,0.009698096736433293
1987-02-09,2.417441095230579
1987-02-10,2.319911513193653
1987-03-10,3.44916928184822
1987-03-11,3.298737386684638
1987-03-12,0.4825748791151194
1987-05-25,0.030394013088419047
1987-06-16,0.20990154364209568
1987-07-31,3.4577146473633977
1987-08-01,0.6377377131201074
1988-02-01,2.1904559311559684
1988-02-02,1.979683120461556
1988-04-09,0.589936151227072
1988-06-05,0.010504091036760421
1988-08-10,1.295294370702896
1988-08-11,0.7713112765653478
1988-08-12,0.008262564939235606
1989-05-06,0.9073345237686228
1989-05-07,0.9037134914665668
1989-05-26,0.032220866441120766
1989-05-27,0.05939849153720678
1989-05-28,0.26800656679343815
1989-07-06,0.8305012901509117
1989-09-03,0.02234819333302429
1989-09-16,0.48621295628448014
1989-09-17,0.6204807349755241
1989-10-13,0.2666702377105006
1989-10-14,0.30904326268606663
1990-04-18,0.9627188612951687
1990-04-19,1.2190378228748902
1990-04-20,0.7576623506454006
1990-05-19,0.08814552497344419
1990-06-11,0.7278359093022284
1990-07-23,0.2500150848676306
1990-07-24,0.17554480113662718
1990-11-28,1.4036044185509073
1990-11-29,1.0815910779797888
1990-12-29,0.9752736683993781
1991-02-24,0.22126969327272894
1991-03-27,0.026391315633160772
1991-04-20,0.3895273424697434
1991-08-02,0.5717999031149361
1991-10-01,0.6533348092212128
1991-10-07,1.3681490236459721
1991-10-08,0.761387532810752
1991-11-02,0.41423238705423016
1991-11-03,0.46366189186192086
1991-12-28,1.20163785188271
1991-12-29,0.8547636179199349
1992-01-16,1.6968602540450197
1992-01-17,1.1479749370913375
1992-01-25,0.08659345602346313
1992-08-25,0.01799684392158163
1992-11-05,0.29801936122590256
1992-11-18,0.26627219906022503
1993-02-22,1.3891024965172836
1993-02-23,1.3824767748509323
1993-04-10,0.6375187805403204
1993-05-15,0.26221420032192677
1993-05-28,0.6661226189744909
1993-06-19,0.04190141615387022
1993-07-25,0.05287313425794382
1993-07-26,0.10506250266676398
1993-08-12,0.30811729534589416
1993-10-06,0.5553193314211193
1994-01-11,0.0988305482261378
1994-01-24,0.19289579139383362
1994-02-06,0.005756528123884053
1994-02-07,0.6533347871018553
1994-03-07,1.8770125580497776
1994-03-08,1.867080638012248
1994-03-09,2.1864078635496877
1994-03-10,0.09296522819190045
1994-04-08,1.0247853242816087
1994-04-09,0.5808696889121014
1994-05-12,0.2573587805496529
1994-06-26,0.35490262382897786
1994-07-09,0.8935297734649987
1994-07-23,0.031194782823020795
1994-10-29,0.33886743741203107
1994-10-30,0.7168711347139878
1994-10-31,0.580902211376169
1994-11-19,0.1403058699642128
1995-02-19,0.2531993259107721
1995-02-20,0.3599447973427403
1995-02-21,0.3618150971313372
1995-04-13,0.207096993261227
1995-04-14,0.11834259558397076
1995-06-19,0.6674117723369157
1995-08-05,0.14100142736530907
1995-08-06,0.40325795061134206
1995-09-04,0.7277698502484982
1995-09-13,1.7491946499789925
1995-09-14,1.0406715394437471
1995-09-20,0.30578664573826675
1995-09-21,0.2046399754759083
1995-10-30,0.1989604639299043
1995-10-31,0.37257444458208644
1995-12-11,0.6347808557650372
1995-12-12,0.20891547567091306
1995-12-29,0.4429475014381774
1995-12-30,0.8862492384446772
1995-12-31,0.3752597811828404
1996-02-12,1.6708557460554898
1996-02-13,0.7748689956253556
1996-02-14,0.1335404454626623
1996-03-22,0.270594417619928
1996-04-18,0.10968812602379474
1996-04-29,0.006549895519861959
1996-06-29,1.023728869684215
1996-06-30,0.5832301225143728
1996-07-21,1.8851721357039013
1996-07-22,2.0709195726149945
1996-10-15,0.20474242930532505
1997-04-27,0.3817462692909297
1997-06-01,1.0222407292977747
1997-06-02,0.4729944874504093
1997-06-08,0.8157261558122095
1997-08-09,0.1350488267937262
1997-10-03,1.3496411056419575
1997-10-04,1.643097234567751
1997-10-05,1.551182784859015
1997-10-21,0.46436963470157355
1997-10-23,0.10096980867215288
1998-01-08,0.7573334596289261
1998-01-20,0.36368114365235815
1998-02-11,0.8517973706362407
1998-02-12,0.05550412566321894
1998-03-12,0.8317036026200029
1998-03-13,0.8375051028709977
1998-03-18,0.750870755311094
1998-03-19,0.4378037330945399
1998-03-27,0.5228071890448733
1998-03-28,0.43466087999063197
1998-06-12,0.37717066395818266
1999-02-13,0.005317182096607365
1999-04-17,0.5141962103825688
1999-05-20,0.24768317033451837
1999-05-21,1.5822497491093754
1999-05-30,0.20978326330171093
1999-05-31,1.811933567726741
1999-06-01,0.7413031940853796
1999-08-14,0.10264562664973731
1999-08-15,1.540260878559625
1999-08-16,0.38097759313569224
1999-09-25,0.0017945771945329092
1999-09-26,0.0210876196759755
2000-02-16,0.03572580632751565
2000-02-17,0.28414745026047683
2000-07-17,0.20908495643877467
2000-12-01,1.134791329086875
2000-12-17,1.480597771935888
2001-05-05,0.7694706181310575
2001-05-06,2.634868454773663
2001-05-07,1.7291964061149043
2001-09-17,0.6299088335421383
2001-10-09,0.2879792229092488
2002-01-16,2.400197631640535
2002-01-17,1.3915465686946042
2002-02-03,1.414949627070099
2002-02-04,1.116719584722599
2002-02-05,0.3351009217971841
2002-03-21,1.2006312929775476
2002-03-22,1.641422248999275
2002-03-23,0.1447801507872586
2002-09-02,0.9447870971145447
2002-10-22,0.32059800224595225
2002-10-23,1.3082847821126204
2002-12-20,0.1776546809280477
2003-01-09,0.44666049013519427
2003-01-10,0.5128188445968154
2003-01-24,0.25690738769276633
2003-01-25,0.10222510468479218
2003-03-22,0.91310831235075
2003-04-12,0.4814879312123419
2003-04-13,0.3281111882696859
2003-09-11,0.8031273263832608
2003-11-02,1.1317702399070164
2003-11-03,0.29928563092618043
2003-12-11,0.28800479352408237
2004-07-11,0.009727501159054075
2004-09-12,0.4768334490130264
2004-09-13,0.7235493823177039
2004-11-14,0.8963378045137156
2004-11-15,1.4483016324966718
2004-11-16,0.2290592269683902
2004-12-23,0.5290009025973617
2004-12-24,0.8559535314813029
2005-01-26,0.1188119579244713
2005-04-26,1.0116132251962808
2005-04-27,0.31403675370227324
2005-07-06,0.14184325102651796
2005-07-07,0.1312852532189539
2005-08-10,1.003514117031378
2005-08-11,0.7036058459103165
2006-02-10,0.09033329655386746
2006-02-11,0.3569652320882377
2006-04-17,0.4078123503375939
2006-04-18,0.5332805146927266
2006-04-24,0.267745138972153
2006-06-03,0.12624513253486258
2006-06-04,0.66078186535165
2006-06-05,0.11963332815998573
2006-06-27,0.993214027587666
2006-06-28,1.0542092305440232
2006-06-29,0.17657432772906967
2006-07-30,0.44686707703515927
2006-08-21,0.6938859164821078
2006-08-22,0.15341028446691762
2006-09-04,0.33901718688788085
2006-09-05,0.45930480383951533
2006-09-06,0.16690849403051722
2006-11-09,0.423857687453411
2006-11-10,1.1538054390460477
2006-11-12,0.24284382126384818
2006-11-13,0.517573817675617
2007-04-27,0.6556945172688309
2007-04-28,0.05043423506394218
2007-05-09,0.971318374826911
2007-05-10,0.6859735325070826
2007-05-30,0.0243651041121975
